"location_id","region","locationPeriod_id","admin_level"
"30569","CT-World::AMR::HTI::Artibonite","16882","admin1"
"3057","CT-World::AFR::BDI::BI-KR::Gitaramuka::Kiyange","8888","admin3"
"30570","CT-World::AMR::HTI::Artibonite::Dessalines","16883","admin2"
"30571","CT-World::AMR::HTI::Artibonite::Gonaives","16885","admin2"
"30572","CT-World::AMR::HTI::Artibonite::Gros Morne","16892","admin2"
"30573","CT-World::AMR::HTI::Artibonite::Marmelade","16896","admin2"
"30574","CT-World::AMR::HTI::Artibonite::Saint-Marc","16902","admin2"
"30575","CT-World::AMR::HTI::Artibonite::Dessalines::Desdunes","16891","admin3"
"30576","CT-World::AMR::HTI::Artibonite::Dessalines::Dessalines","16889","admin3"
"30577","CT-World::AMR::HTI::Artibonite::Dessalines::Grande Saline","16884","admin3"
"30578","CT-World::AMR::HTI::Artibonite::Dessalines::Petite Riviere de l'Artibonite","16890","admin3"
"30579","CT-World::AMR::HTI::Artibonite::Gonaives::Ennery","16886","admin3"
"3058","CT-World::AFR::CIV::CI-11::Bongouanou","8384","admin2"
"30580","CT-World::AMR::HTI::Artibonite::Gonaives::Estere","16887","admin3"
"30581","CT-World::AMR::HTI::Artibonite::Gonaives::Gonaives","16888","admin3"
"30583","CT-World::AMR::HTI::Artibonite::Gros Morne::Anse-Rouge","16893","admin3"
"30584","CT-World::AMR::HTI::Artibonite::Gros Morne::Gros-Morne","16894","admin3"
"30585","CT-World::AMR::HTI::Artibonite::Gros Morne::Terre-Neuve","16895","admin3"
"30586","CT-World::AMR::HTI::Artibonite::Marmelade::Marmelade","16897","admin3"
"30587","CT-World::AMR::HTI::Artibonite::Marmelade::Saint-Michel-de-l'Atalaye","16898","admin3"
"30588","CT-World::AMR::HTI::Artibonite::Saint-Marc::La Chapelle","16901","admin3"
"30589","CT-World::AMR::HTI::Artibonite::Saint-Marc::Saint-Marc","16900","admin3"
"3059","CT-World::AFR::MLI::ML-3::Bougouni::Zantiebougou","121","admin3"
"30590","CT-World::AMR::HTI::Artibonite::Saint-Marc::Verettes","16899","admin3"
"306","CT-World::AFR::ETH::ET-SN::Keffa","9743","admin2"
"3060","CT-World::AFR::MLI::ML-3::Bougouni::Zantiebougou::Zantiebougou","10826","admin4"
"30605","CT-World::EMR::SDN::Sennar","16909","admin1"
"30606","CT-World::EMR::SDN::Sennar::Ad Dinder","16910","admin2"
"30607","CT-World::EMR::SDN::Sennar::Ad Dinder::El Souki","16905","admin3"
"3061","CT-World::AFR::ETH::ET-OR::Bale::Gasera","6712","admin3"
"30611","CT-World::EMR::SDN::Blue Nile::Ed Damazin","16906","admin2"
"30612","CT-World::EMR::SDN::Blue Nile::El Roseires","16915","admin2"
"30613","CT-World::EMR::SDN::Blue Nile::Baw","16914","admin2"
"30614","CT-World::EMR::SDN::Sennar::Sennar","16911","admin2"
"30615","CT-World::EMR::SDN::Sennar::Singa","16912","admin2"
"30616","CT-World::EMR::SDN::Sennar::Singa::Abu Houjar","16908","admin3"
"30618","CT-World::EMR::SDN::Sennar::Singa::El Dali","16907","admin3"
"3062","CT-World::EMR::AFG::AF-HER::Obe","11384","admin2"
"3063","CT-World::AFR::TCD::Tandjilé","13468","admin1"
"3065","CT-World::EMR::IRQ::IQ-MU::Rumaitha","8718","admin2"
"30658","CT-World::EMR::SDN::Khartoum","16917","admin1"
"30659","CT-World::EMR::SDN::Gezira","16916","admin1"
"3067","CT-World::AFR::ETH::ET-TI::Debubawi::RayaAzebo","3501","admin3"
"3068","CT-World::EMR::SOM::SO-WO::Berbera","7331","admin2"
"30688","CT-World::AFR::SSD::Central Equatoria::Juba::Terekeka","17011","admin3"
"307","CT-World::AFR::ETH::ET-SN::Keffa::Tulo","102","admin3"
"3071","CT-World::AFR::BDI::BI-NG::Kiremba::Kiyange","4707","admin3"
"3072","CT-World::EMR::PAK::Khyber Pakhtunkhwa::DeraIsmailKhan","3563","admin2"
"3073","CT-World::SEAR::BGD::BD-C::Narayanganj","13704","admin2"
"3074","CT-World::SEAR::BGD::BD-C::Narayanganj::SONARGAON","13824","admin3"
"3075","CT-World::AFR::MLI::ML-1::Kayes::Ambidedi::Fegui","3459","admin4"
"3076","CT-World::EMR::YEM::Hajjah::BaniQais","5932","admin2"
"3077","CT-World::AFR::BDI::BI-KY::Kayanza::Ntarambo","3995","admin3"
"3079","CT-World::EMR::AFG::AF-BDG::Qala-I-Naw","1460","admin2"
"3080","CT-World::AFR::SSD::SS-WR::TonjNorth","8544","admin2"
"3081","CT-World::AFR::ETH::ET-OR::MisraqWellega::LekaDulecha","722","admin3"
"3082","CT-World::AFR::COD::Bandundu::Mushie","2430","admin2"
"3083","CT-World::AFR::TCD::Logone-Oriental","13248","admin1"
"3085","CT-World::AFR::SSD::SS-EC","8465","admin1"
"3086","CT-World::AFR::SSD::SS-EC::Lainya","9062","admin2"
"3087","CT-World::AFR::ETH::ET-SN::Keffa::Gesha","545","admin3"
"3088","CT-World::EMR::SOM::SO-HI::Jalalaqsi","4394","admin2"
"3089","CT-World::SEAR::BGD::BD-B::BD-56","13585","admin2"
"3090","CT-World::SEAR::BGD::BD-B::BD-56::BAGHAICHHARI","13590","admin3"
"3091","CT-World::AFR::BDI::BI-NG::Ruhororo::Cagura","4475","admin3"
"3092","CT-World::AFR::COD::Maniema::Kunda","10102","admin2"
"3093","CT-World::AFR::AGO::Huambo::Catchiungo","11164","admin2"
"3094","CT-World::AFR::BDI::BI-KI::Kirundo::Nyabibugu","1539","admin3"
"3095","CT-World::AFR::BDI::BI-GI::Gishubi::Murangara","8948","admin3"
"3096","CT-World::AFR::MDG::MG-U::Anosy","246","admin2"
"3097","CT-World::AFR::MDG::MG-U::Anosy::Betroka","3458","admin3"
"3098","CT-World::AFR::BDI::BI-RT::Giharo::Kabingo","8391","admin3"
"3099","CT-World::AFR::GHA::GH-WP::Bia","1761","admin2"
"3100","CT-World::EMR::AFG::AF-BAL::Kishindih","11343","admin2"
"3101","CT-World::AFR::BDI::BI-MY::Gasorwe::Kizi","3954","admin3"
"3102","CT-World::AFR::ETH::ET-OR::MirabArsi::Adaba","6837","admin3"
"3103","CT-World::AFR::BDI::BI-GI::Bukirasazi::Shaya","4820","admin3"
"3106","CT-World::AFR::TZA::Arusha::Arumeru","8008","admin2"
"3107","CT-World::AFR::CMR::South::Dja-et-Lobo::Sangmelima","186","admin3"
"3109","CT-World::AFR::CIV::CI-05::Agnibilekro","2512","admin2"
"311","CT-World::EMR::YEM::Hajjah","3163","admin1"
"3110","CT-World::AFR::BDI::BI-MU::Mbuye::Kirembera","9549","admin3"
"3111","CT-World::AFR::MLI::ML-7::Ansongo::Ansongo","1150","admin3"
"3112","CT-World::AFR::MLI::ML-7::Ansongo::Ansongo::TinHama","4040","admin4"
"3114","CT-World::AFR::BDI::BI-KY::Rango::Gikomero","2025","admin3"
"3115","CT-World::EMR::SDN::EasternEquatoria","11248","admin1"
"3116","CT-World::EMR::SDN::EasternEquatoria::Kapoeta","7051","admin2"
"3117","CT-World::EMR::YEM::Dhale::Juban","11313","admin2"
"3118","CT-World::AFR::BDI::BI-GI::Gishubi::Gatare","9161","admin3"
"312","CT-World::EMR::YEM::Hajjah::AlMahabishah","9637","admin2"
"3120","CT-World::AFR::ETH::ET-AF::AfarZone4::Ewa","7858","admin3"
"3121","CT-World::EMR::PAK::PK-PB::Lodhran","9211","admin2"
"3123","CT-World::EMR::SDN::South Darfur","353","admin1"
"3124","CT-World::EMR::SDN::South Darfur::EdDaein","2075","admin2"
"3125","CT-World::EMR::PAK::PK-TA::FrontierregionDeraIsmailKhan","9947","admin2"
"3126","CT-World::SEAR::NPL::Bagmati","3895","admin1"
"3127","CT-World::SEAR::NPL::Bagmati::Kathmandu","1875","admin2"
"3128","CT-World::AFR::MLI::ML-8::Kidal","3449","admin2"
"3129","CT-World::AFR::MLI::ML-8::Kidal::Kidal","6232","admin3"
"313","CT-World::AFR::BDI::BI-MU::Rutegama","7024","admin2"
"3130","CT-World::AFR::MLI::ML-8::Kidal::Kidal::Kidal","3166","admin4"
"3131","CT-World::AFR::MLI::ML-5::Bandiagara::Kendie::DoganiBere","1526","admin4"
"3132","CT-World::AFR::GHA::GH-CP::Twifo-HemanLowerDenkyira","9111","admin2"
"3133","CT-World::AFR::ETH::ET-AM::SemenWello::GubaLafto","2859","admin3"
"3134","CT-World::AFR::MDG::MG-T::Vakinankaratra::Antanifotsy","798","admin3"
"3135","CT-World::AFR::ETH::ET-OR::Borena::Moyale","5581","admin3"
"3136","CT-World::AFR::BDI::BI-KI::Bugabira::Nyabikenke","2116","admin3"
"3138","CT-World::EMR::AFG::AF-FYB::Qaysar","3709","admin2"
"3139","CT-World::EMR::AFG::AF-BDG::Muqur","5613","admin2"
"314","CT-World::AFR::BDI::BI-MU::Rutegama::Munanira","11111","admin3"
"3140","CT-World::AFR::BDI::BI-KI::Ntega::Gatanga","7250","admin3"
"31408","CT-World::AFR::SSD::Jonglei::Bor West::Baidit","16918","admin3"
"31409","CT-World::AFR::SSD::Jonglei::Bor Town","16919","admin2"
"3141","CT-World::EMR::YEM::YE-HU::AlQanawis","8345","admin2"
"31411","CT-World::AFR::ZWE::Harare::Highfield::Lusaka","16920","admin3"
"31413","CT-World::AFR::ZWE::Harare::Kambuzuma::Kambuzuma2","16921","admin3"
"31414","CT-World::AFR::SSD::Yei River::Kajo-keji::Liwolo","16922","admin3"
"31415","CT-World::AFR::SSD::Yei River::Kajo-keji::Lire","16923","admin3"
"31418","CT-World::AFR::SSD::Eastern Lakes::Awerial::Puluk","16924","admin3"
"31420","CT-World::AFR::SSD::Jonglei::Duk","16988","admin2"
"31421","CT-World::AFR::SSD::Jonglei::Duk::Donghak","16925","admin3"
"31422","CT-World::AFR::SSD::Western Bieh::Fangak::Old Fangak","16926","admin3"
"3143","CT-World::AFR::BFA::BF-BAM::Kongoussi","1896","admin2"
"31430","CT-World::AFR::SSD::Southern Liech::Leer::Piliny","16927","admin3"
"31431","CT-World::AFR::SSD::Western Bieh::Fangak::Mareang","16928","admin3"
"31432","CT-World::AFR::NGA::Benue::Agatu","16929","admin2"
"31433","CT-World::AFR::NGA::Benue::Ohimini","16930","admin2"
"31434","CT-World::AFR::NGA::Kaduna::Kajuru","16931","admin2"
"31435","CT-World::AFR::NGA::Kano::Warawa","16932","admin2"
"31436","CT-World::AFR::NGA::Katsina::Charanchi","16933","admin2"
"31437","CT-World::AFR::NGA::Katsina::Danja","16934","admin2"
"31438","CT-World::AFR::NGA::Kebbi::Kalgo","16935","admin2"
"31439","CT-World::AFR::NGA::Oyo::Atisbo","16936","admin2"
"3144","CT-World::AFR::UGA::Kitgum::Chua::LabongoLayamo","6288","admin3"
"31440","CT-World::AFR::NGA::Oyo::Saki East","16937","admin2"
"31441","CT-World::AFR::NGA::Rivers::Ahoada East","16938","admin2"
"31442","CT-World::AFR::NGA::Rivers::Ahoada West","16939","admin2"
"31443","CT-World::AFR::TCD::Mayo-Kebbi-Ouest::Binder Health District","16940","admin2"
"31444","CT-World::AFR::TCD::Mayo-Kebbi-Ouest::Guegou Health District","16941","admin2"
"31445","CT-World::AFR::TCD::Mayo-Kebbi-Ouest::Guelo Health District","16942","admin2"
"31446","CT-World::AFR::TCD::Mayo-Kebbi-Ouest::Lame Health District","16943","admin2"
"31447","CT-World::AFR::SSD::Western Bieh::Fangak::Paguir","16944","admin3"
"3145","CT-World::AFR::MLI::ML-1::Bafoulabe::Koundian","7326","admin3"
"31454","CT-World::AFR::SLE::Eastern::Kailahun","16950","admin2"
"31455","CT-World::AFR::SLE::Northern::Koinadugu","16951","admin2"
"31456","CT-World::AFR::SLE::Eastern::Kono","16954","admin2"
"31457","CT-World::AFR::SLE::Southern::Moyamba","16955","admin2"
"31458","CT-World::AFR::ZWE::Midlands","16957","admin1"
"31459","CT-World::AFR::ZWE::Manicaland","16958","admin1"
"3146","CT-World::AFR::MLI::ML-1::Bafoulabe::Koundian::Koundian","971","admin4"
"31460","CT-World::AFR::ZWE::Bulawayo","16959","admin1"
"31461","CT-World::AFR::ZWE::Mashonaland West","16960","admin1"
"31462","CT-World::AFR::ZWE::Mashonaland Central","16961","admin1"
"31463","CT-World::AFR::ZWE::Mashonaland East","16962","admin1"
"31464","CT-World::AFR::ZWE::Matabeleland North","16963","admin1"
"31465","CT-World::AFR::ZWE::Matabeleland South","16964","admin1"
"31466","CT-World::AFR::ZWE::Matabeleland South::Beitbridge","16966","admin2"
"31467","CT-World::AFR::ZWE::Masvingo::Masvingo","16967","admin2"
"31468","CT-World::AFR::ZWE::Midlands::Gokwe North","16968","admin2"
"31469","CT-World::AFR::ZWE::Manicaland::Mutare","16969","admin2"
"31470","CT-World::AFR::ZWE::Manicaland::Makoni","16970","admin2"
"31472","CT-World::AFR::ZWE::Manicaland::Buhera","16971","admin2"
"31474","CT-World::AFR::ZWE::Mashonaland Central::Shamva","16972","admin2"
"31475","CT-World::AFR::ZWE::Mashonaland Central::Mount Darwin","16973","admin2"
"31476","CT-World::AFR::ZWE::Mashonaland Central::Mazowe","16974","admin2"
"3148","CT-World::AFR::NGA::Enugu","11261","admin1"
"3148","CT-World::AFR::NGA::Enugu","12405","admin1"
"31480","CT-World::AFR::SSD::Gok","16975","admin1"
"31482","CT-World::AFR::ZWE::Mashonaland Central::Rushinga","16976","admin2"
"31483","CT-World::AFR::ZWE::Mashonaland West::Chegutu","16977","admin2"
"31484","CT-World::AFR::ZWE::Mashonaland East::Marondera","16978","admin2"
"31485","CT-World::AFR::ZWE::Mashonaland East::Murehwa","16979","admin2"
"31487","CT-World::AFR::ZWE::Mashonaland East::Wedza","16980","admin2"
"31488","CT-World::AFR::ZWE::Mashonaland East::Chikomba","16981","admin2"
"31489","CT-World::AFR::ZWE::Mashonaland East::Seke","16982","admin2"
"3149","CT-World::AFR::ETH::ET-OR::MirabWelega::Begi","8721","admin3"
"31491","CT-World::AFR::ZWE::Harare::Chitungwiza","16983","admin2"
"31492","CT-World::AFR::ZWE::Harare::Harare","16984","admin2"
"31493","CT-World::AFR::ZWE::Harare::Harare::Chitungwiza","16985","admin3"
"31494","CT-World::AFR::SSD::Western Nile::Fashoda","16986","admin2"
"31495","CT-World::AFR::SSD::Fashoda::Fashoda County","16987","admin2"
"31497","CT-World::AFR::SSD::Wau","16989","admin1"
"31499","CT-World::AFR::SSD::Twic","16990","admin1"
"315","CT-World::AFR::BDI::BI-KY::Kayanza","6325","admin2"
"3150","CT-World::AFR::ETH::ET-OR::MisraqHarerge::Jarso","539","admin3"
"31505","CT-World::AFR::SSD::Northern Bahr el Ghazal::Aweil East::Madhol","16992","admin3"
"31508","CT-World::AFR::SSD::Maridi","16993","admin1"
"3151","CT-World::AFR::MLI::ML-4::Segou::Sansading","9792","admin3"
"31516","CT-World::AFR::LBR::Bomi","16994","admin1"
"31517","CT-World::AFR::LBR::Bong","16995","admin1"
"31518","CT-World::AFR::LBR::Gbarpolu","16996","admin1"
"31519","CT-World::AFR::LBR::Grand Bassa","16997","admin1"
"3152","CT-World::AFR::BDI::BI-KY::Gatara::Bubogora","9049","admin3"
"31520","CT-World::AFR::LBR::Grand Cape Mount","16998","admin1"
"31521","CT-World::AFR::LBR::Grand Gedeh","16999","admin1"
"31522","CT-World::AFR::LBR::Grand Kru","17000","admin1"
"31523","CT-World::AFR::LBR::Lofa","17001","admin1"
"31524","CT-World::AFR::LBR::Margibi","17002","admin1"
"31525","CT-World::AFR::LBR::Maryland","17003","admin1"
"31526","CT-World::AFR::LBR::Montserrado","17004","admin1"
"31527","CT-World::AFR::LBR::Nimba","17005","admin1"
"31528","CT-World::AFR::LBR::River Gee","17006","admin1"
"31529","CT-World::AFR::LBR::Rivercess","17007","admin1"
"3153","CT-World::AFR::COD::Kongo Central::Seke Banza","8802","admin2"
"31530","CT-World::AFR::LBR::Sinoe","17008","admin1"
"31532","CT-World::AFR::SSD::Aweil East","17010","admin1"
"3154","CT-World::AFR::BDI::BI-KI::Gitobe::Bucana","9018","admin3"
"31541","CT-World::AFR::BFA::Boucle du Mouhoun","17016","admin1"
"31543","CT-World::AFR::BFA::Boucle du Mouhoun::Bale::Boromo Health District","17029","admin3"
"31545","CT-World::AFR::BFA::Boucle du Mouhoun::Banwa::Solenzo Health District","17030","admin3"
"31547","CT-World::AFR::BFA::Boucle du Mouhoun::Kossi::Nouna Health District","17031","admin3"
"31549","CT-World::AFR::BFA::Boucle du Mouhoun::Mouhoun::Dedougou Health District","17032","admin3"
"3155","CT-World::AFR::GHA::GH-WP::PresteaHuniValley","8535","admin2"
"31551","CT-World::AFR::BFA::Boucle du Mouhoun::Nayala::Toma Health District","17033","admin3"
"31553","CT-World::AFR::BFA::Boucle du Mouhoun::Sourou::Tougan Health District","17034","admin3"
"31554","CT-World::AFR::BFA::Cascades","17017","admin1"
"31556","CT-World::AFR::BFA::Cascades::Comoe::Banfora Health District","17035","admin3"
"31558","CT-World::AFR::BFA::Cascades::Comoe::Mangodara Health District","17036","admin3"
"3156","CT-World::AFR::MLI::ML-1::Kayes::Same","2595","admin3"
"31560","CT-World::AFR::BFA::Cascades::Leraba::Sindou Health District","17037","admin3"
"31561","CT-World::AFR::BFA::Centre","17018","admin1"
"31562","CT-World::AFR::BFA::Centre-Est","17019","admin1"
"31564","CT-World::AFR::BFA::Centre-Est::Boulgou::Bittou Health District","17038","admin3"
"31566","CT-World::AFR::BFA::Centre-Est::Boulgou::Garango Health District","17039","admin3"
"31567","CT-World::AFR::BFA::Centre-Est::Boulgou::Tenkodogo Health District","17040","admin3"
"31569","CT-World::AFR::BFA::Centre-Est::Koulpelogo::Ouargaye Health District","17042","admin3"
"3157","CT-World::AFR::MLI::ML-1::Kayes::Same::SameDiomboma","6368","admin4"
"31571","CT-World::AFR::BFA::Centre-Est::Kourtenga::Pouytenga Health District","17044","admin3"
"31572","CT-World::AFR::BFA::Centre-Nord","17020","admin1"
"31575","CT-World::AFR::BFA::Centre::Kadiogo::Boulmiougou Health District","17073","admin3"
"31576","CT-World::AFR::BFA::Centre::Kadiogo::Bogodogo Health District","17072","admin3"
"31577","CT-World::AFR::BFA::Centre::Kadiogo::Baskuy Health District","17071","admin3"
"31578","CT-World::AFR::BFA::Centre-Sud","17024","admin1"
"31580","CT-World::AFR::BFA::Centre-Sud::Zoundweogo::Manga Health District","17070","admin3"
"31582","CT-World::AFR::BFA::Centre-Sud::Nahouri::Po Health District","17069","admin3"
"31584","CT-World::AFR::BFA::Centre-Sud::Bazega::Sapone Health District","17068","admin3"
"31585","CT-World::AFR::BFA::Centre-Sud::Bazega::Kombissiri Health District","17067","admin3"
"31586","CT-World::AFR::BFA::Centre-Ouest","17021","admin1"
"31588","CT-World::AFR::BFA::Centre-Ouest::Ziro::Sapouy Health District","17057","admin3"
"3159","CT-World::AFR::BDI::BI-KY::Kayanza::Ryirengeye","6258","admin3"
"31590","CT-World::AFR::BFA::Centre-Ouest::Sangue::Tenado Health District","17055","admin3"
"31592","CT-World::AFR::BFA::Centre-Ouest::Boulkiemde::Sabou Health District","17053","admin3"
"31593","CT-World::AFR::BFA::Centre-Ouest::Boulkiemde::Nanoro Health District","17052","admin3"
"31595","CT-World::AFR::BFA::Centre-Nord::Bam::Kongoussi Health District","17045","admin3"
"31597","CT-World::AFR::BFA::Centre-Nord::Namentenga::Boulsa Health District","17046","admin3"
"31599","CT-World::AFR::BFA::Centre-Nord::Sanmatenga::Barsalogho Health District","17048","admin3"
"316","CT-World::AFR::BDI::BI-KY::Kayanza::Nyabikaranka","9154","admin3"
"3160","CT-World::AFR::ETH::ET-OR::Bale::Rayitu","11251","admin3"
"31600","CT-World::AFR::BFA::Centre-Nord::Sanmatenga::Boussouma Health District","17049","admin3"
"31601","CT-World::AFR::BFA::Centre-Nord::Sanmatenga::Kaya Health District","17050","admin3"
"31603","CT-World::AFR::BFA::Centre-Ouest::Boulkiemde::Koudougou Health District","17051","admin3"
"31604","CT-World::AFR::BFA::Centre::Kadiogo::Nongre-Massom Health District","17074","admin3"
"31605","CT-World::AFR::BFA::Centre::Kadiogo::Sig-Noghin Health District","17075","admin3"
"31606","CT-World::AFR::BFA::Est","17025","admin1"
"31608","CT-World::AFR::BFA::Est::Gnagna::Bogande Health District","17076","admin3"
"31609","CT-World::AFR::BFA::Est::Gnagna::Manni Health District","17077","admin3"
"3161","CT-World::SEAR::BGD::BD-D::BD-05","13839","admin2"
"31611","CT-World::AFR::BFA::Est::Gourma::Fada N'gourma Health District","17078","admin3"
"31613","CT-World::AFR::BFA::Est::Komondjari::Gayeri Health District","17079","admin3"
"31615","CT-World::AFR::BFA::Est::Kompienga::Pama Health District","17080","admin3"
"31617","CT-World::AFR::BFA::Est::Tapoa::Diapaga Health District","17081","admin3"
"31618","CT-World::AFR::BFA::Hauts-Bassins","17028","admin1"
"3162","CT-World::SEAR::BGD::BD-D::BD-05::FAKIRHAT","13866","admin3"
"31621","CT-World::AFR::BFA::Hauts-Bassins::Houet::Dafra Health District","17082","admin3"
"31622","CT-World::AFR::BFA::Hauts-Bassins::Houet::Dande Health District","17083","admin3"
"31624","CT-World::AFR::BFA::Centre-Nord::Namentenga::Tougouri Health District","17047","admin3"
"31626","CT-World::AFR::BFA::Sud-Ouest","17023","admin1"
"31628","CT-World::AFR::BFA::Sud-Ouest::Poni::Kampti Health District","17066","admin3"
"31629","CT-World::AFR::BFA::Sud-Ouest::Poni::Gaoua Health District","17065","admin3"
"3163","CT-World::SEAR::IND::West Bengal","21242","admin1"
"31632","CT-World::AFR::BFA::Sud-Ouest::Ioba::Dano Health District","17063","admin3"
"31633","CT-World::AFR::BFA::Sahel","17022","admin1"
"31635","CT-World::AFR::BFA::Sahel::Yagha::Sebba Health District","17061","admin3"
"31637","CT-World::AFR::BFA::Sahel::Sum::Djibo Health District","17060","admin3"
"31639","CT-World::AFR::BFA::Sahel::Seno::Dori Health District","17059","admin3"
"31642","CT-World::AFR::BFA::Sahel::Ouadalan::Gorom-Gorom Health District","17058","admin3"
"31643","CT-World::AFR::BFA::Plateau-Central","17027","admin1"
"31645","CT-World::AFR::BFA::Plateau-Central::Ganzourgou::Zorgho Health District","17096","admin3"
"31646","CT-World::AFR::BFA::Hauts-Bassins::Houet::Do Health District","17084","admin3"
"31647","CT-World::AFR::BFA::Hauts-Bassins::Houet::Karangasso-Vigue Health District","17085","admin3"
"31649","CT-World::AFR::BFA::Hauts-Bassins::Kenedougou::N'Dorola Health District","17087","admin3"
"31650","CT-World::AFR::BFA::Hauts-Bassins::Kenedougou::Orodara Health District","17088","admin3"
"31652","CT-World::AFR::BFA::Hauts-Bassins::Tuy::Hounde Health District","17089","admin3"
"31653","CT-World::AFR::BFA::Nord","17026","admin1"
"31655","CT-World::AFR::BFA::Nord::Lorum::Titao Health District","17090","admin3"
"31657","CT-World::AFR::BFA::Nord::Passore::Yako Health District","17091","admin3"
"31659","CT-World::AFR::BFA::Nord::Yatenga::Ouahigouya Health District","17092","admin3"
"3166","CT-World::AFR::RWA::Eastern::Nyagatare","9242","admin2"
"31661","CT-World::AFR::BFA::Nord::Zondoma::Gourcy Health District","17095","admin3"
"31663","CT-World::AFR::BFA::Centre-Est::Boulgou::Zabré Health District","17041","admin3"
"31664","CT-World::AFR::BFA::Centre-Est::Kourtenga::Koupéla Health District","17043","admin3"
"31665","CT-World::AFR::BFA::Centre-Ouest::Sangue::Réo Health District","17054","admin3"
"31667","CT-World::AFR::BFA::Centre-Ouest::Sissili::Léo Health District","17056","admin3"
"31669","CT-World::AFR::BFA::Hauts-Bassins::Houet::Léna Health District","17086","admin3"
"3167","CT-World::AFR::RWA::Eastern::Nyagatare::Rukomo","10156","admin3"
"31670","CT-World::AFR::BFA::Nord::Yatenga::Séguénéga Health District","17093","admin3"
"31672","CT-World::AFR::BFA::Plateau-Central::Kourweogo::Boussé Health District","17097","admin3"
"31674","CT-World::AFR::BFA::Plateau-Central::Oubritenga::Ziniaré Health District","17098","admin3"
"31676","CT-World::AFR::BFA::Sud-Ouest::Bougouriba::Diébougou Health District","17062","admin3"
"31678","CT-World::AFR::BFA::Sud-Ouest::Noumbiel::Batié Health District","17064","admin3"
"3168","CT-World::EMR::YEM::Amran::AsSudah","9975","admin2"
"31680","CT-World::AFR::BFA::Nord::Yatenga::Thiou Health District","17094","admin3"
"31683","CT-World::EMR::SDN::Northern Bahr El Ghazal::Aweil East","17013","admin2"
"31684","CT-World::EMR::SDN::Northern Bahr El Ghazal::Aweil East::Madhol","17014","admin3"
"3169","CT-World::AFR::MLI::ML-3::Yanfolila::Kangare::Selingue","9369","admin4"
"317","CT-World::EMR::AFG::AF-NAN","8941","admin1"
"3170","CT-World::EMR::YEM::SanaaCity::AsSabain","8912","admin2"
"31703","CT-World::AFR::ZWE::Mashonaland East::UMP","17015","admin2"
"3171","CT-World::AFR::COD::Sud-Kivu::Kabare","6422","admin2"
"31712","CT-World::AFR::MOZ::Cabo Delgado::Ancuabe","17282","admin2"
"31715","CT-World::AMR::HTI::Centre","17099","admin1"
"31716","CT-World::AMR::HTI::Centre::Lascahobas","17102","admin2"
"31717","CT-World::AMR::HTI::Centre::Lascahobas::Lascahobas","17285","admin3"
"31718","CT-World::AFR::CAF::Bangui::Bangui::Arrondissement 1","17119","admin3"
"31719","CT-World::AFR::CAF::Bangui::Bangui::Arrondissement 3","17121","admin3"
"3172","CT-World::AFR::CMR::South::Ocean::Bipindi","7132","admin3"
"31720","CT-World::AFR::CAF::Bangui::Bangui::Arrondissement 4","17122","admin3"
"31721","CT-World::AFR::CAF::Bangui::Bangui::Arrondissement 5","17123","admin3"
"31722","CT-World::AFR::CAF::Bangui::Bangui::Arrondissement 8","17126","admin3"
"31725","CT-World::AFR::CAF::Bamingui-Bangoran","17116","admin1"
"31726","CT-World::AFR::CAF::Bamingui-Bangoran::Bamingui","17117","admin2"
"31727","CT-World::AFR::CAF::Bamingui-Bangoran::Ndele","17118","admin2"
"3173","CT-World::EMR::AFG::AF-KAB::DihSabz","5783","admin2"
"31731","CT-World::AFR::CAF::Basse-Kotto","17128","admin1"
"31732","CT-World::AFR::CAF::Basse-Kotto::Alindao","17127","admin2"
"31733","CT-World::AFR::CAF::Basse-Kotto::Kembe","17129","admin2"
"31734","CT-World::AFR::CAF::Basse-Kotto::Mingala","17130","admin2"
"31735","CT-World::AFR::CAF::Basse-Kotto::Mobaye","17131","admin2"
"31736","CT-World::AFR::CAF::Basse-Kotto::Satema","17132","admin2"
"31737","CT-World::AFR::CAF::Basse-Kotto::Zangba","17133","admin2"
"31738","CT-World::AFR::CAF::Haut-Mbomou","17138","admin1"
"31739","CT-World::AFR::CAF::Haut-Mbomou::Bambouti","17139","admin2"
"3174","CT-World::AFR::CMR::Centre::Mbam-et-Inoubou::Bafia","3158","admin3"
"31740","CT-World::AFR::CAF::Haut-Mbomou::Djema","17140","admin2"
"31741","CT-World::AFR::CAF::Haut-Mbomou::Obo","17141","admin2"
"31742","CT-World::AFR::CAF::Haut-Mbomou::Zemio","17142","admin2"
"31743","CT-World::AFR::CAF::Haute-Kotto","17134","admin1"
"31744","CT-World::AFR::CAF::Haute-Kotto::Bria","17135","admin2"
"31745","CT-World::AFR::CAF::Haute-Kotto::Ouadda","17136","admin2"
"31746","CT-World::AFR::CAF::Haute-Kotto::Yalinga","17137","admin2"
"31747","CT-World::AFR::CAF::Kemo::Dekoa","17143","admin2"
"31748","CT-World::AFR::CAF::Kemo::Mala","17144","admin2"
"31749","CT-World::AFR::CAF::Kemo::Ndjoukou","17145","admin2"
"3175","CT-World::AFR::BDI::BI-MU::Muramvya::Masango","5444","admin3"
"31750","CT-World::AFR::CAF::Kemo::Sibut","17146","admin2"
"31751","CT-World::AFR::CAF::Lobaye::Boda","17147","admin2"
